County,Sub County,Ward,PRISM Facility Name,FY,Indicator,value,Gender,Coarse Age Group,Finer Age Group
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Shinyalu Health Centre,2025,Negative,57.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Virhembe Dispensary,2025,Negative,21.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,2025,Negative,31.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha North Ward,Kambiri Health Centre,2025,Negative,24.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha South Ward,Chief Milimu Dispensary,2025,Negative,29.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha South Ward,Shikusi Dispensary,2025,Negative,18.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha West Ward,Mugomari Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha West Ward,Vikunga Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Shinyalu Sub County,Murhanda Ward,Ivochio Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Shinyalu Sub County,Murhanda Ward,Shamakhubu Health Centre,2025,Negative,22.0,All,All,All
Kisumu County,Kisumu Central Sub County,Kondele Ward,Keeping Alive Societys Hope,2025,Negative,118.0,All,All,All
Kisumu County,Kisumu Central Sub County,Kondele Ward,Nightingale Medical Centre,2025,Negative,28.0,All,All,All
Kisumu County,Kisumu Central Sub County,Market Milimani Ward,AAR Health care-Kisumu,2025,Negative,3.0,All,All,All
Kisumu County,Kisumu Central Sub County,Market Milimani Ward,Aga Khan Hospital (Kisumu),2025,Negative,14.0,All,All,All
Kisumu County,Kisumu Central Sub County,Migosi Ward,Migosi Sub County Hospital,2025,Negative,114.0,All,All,All
Kisumu County,Kisumu Central Sub County,Nyalenda B Ward,Jones &Ring Road Health Clinic,2025,Negative,3.0,All,All,All
Kisumu County,Kisumu Central Sub County,Nyalenda B Ward,Nyalenda Health Centre,2025,Negative,44.0,All,All,All
Kisumu County,Kisumu Central Sub County,Railways Ward,K-Met Corkran Medical Clinic,2025,Negative,11.0,All,All,All
Kisumu County,Kisumu Central Sub County,Shauri Moyo Kaloleni Ward,Star Maternity & Nursing Home,2025,Negative,11.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,2025,Negative,9.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Gita Sub County Hospital,2025,Negative,32.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Kisumu Specialist Hospital,2025,Negative,5.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Simba Opepo Dispensary,2025,Negative,20.0,All,All,All
Kisumu County,Kisumu East Sub County,Kolwa East Ward,Angola Community Dispensary,2025,Negative,19.0,All,All,All
Kisumu County,Kisumu East Sub County,Kolwa East Ward,Chiga Health Center,2025,Negative,17.0,All,All,All
Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,2025,Negative,16.0,All,All,All
Kisumu County,Kisumu East Sub County,Manyatta B Ward,Kuoyo Health Center,2025,Negative,49.0,All,All,All
Kisumu County,Kisumu East Sub County,Nyalenda A Ward,Kowino Dispensary,2025,Negative,23.0,All,All,All
Kisumu County,Kisumu East Sub County,Railways Ward,Avenue Hospital Kisumu,2025,Negative,8.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),2025,Negative,44.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Port Florence Hospital,2025,Negative,32.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,St Jairus Hospital,2025,Negative,16.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,St Mark's Lela Health Centre,2025,Negative,28.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Usoma Health Centre,2025,Negative,11.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Chulaimbo Sub District Hospital,2025,Negative,82.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Masaba Hospital Kisumu,2025,Negative,23.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Mbaka Oromo Health Centre,2025,Negative,3.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Siriba Dispensary,2025,Negative,4.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Sunga Dispensary,2025,Negative,12.0,All,All,All
Kisumu County,Kisumu West Sub County,South West Kisumu Ward,Ober Kamoth Sub County Hospital,2025,Negative,40.0,All,All,All
Kisumu County,Kisumu West Sub County,South West Kisumu Ward,Ojola Sub County Hospital,2025,Negative,28.0,All,All,All
Kisumu County,Kisumu West Sub County,West Kisumu Ward,Mainga Dispensary,2025,Negative,8.0,All,All,All
Kisumu County,Kisumu West Sub County,West Kisumu Ward,Riat Dispensary,2025,Negative,11.0,All,All,All
Kisumu County,Muhoroni,,Chemelil Sugar Health Centre,2025,Negative,6.0,All,All,All
Kisumu County,Muhoroni,,Kibigori Dispensary,2025,Negative,6.0,All,All,All
Kisumu County,Muhoroni,,Mashambani Dispensary,2025,Negative,6.0,All,All,All
Kisumu County,Muhoroni,,Miwani Dispensary,2025,Negative,6.0,All,All,All
Kisumu County,Muhoroni,,Muhoroni Sugar Company (Musco) Dispensary,2025,Negative,6.0,All,All,All
Kisumu County,Muhoroni,,Ogen Dispensary,2025,Negative,6.0,All,All,All
Nyamira County,Borabu Sub County,Esise Ward,Chepngombe Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Borabu Sub County,Esise Ward,Mecheo Dispensary,2025,Negative,5.0,All,All,All
Nyamira County,Borabu Sub County,Esise Ward,Raitigo Dispensary,2025,Negative,6.0,All,All,All
Nyamira County,Borabu Sub County,Kiabonyoru Ward,Amatierio Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Borabu Sub County,Kiabonyoru Ward,Endiba Health Centre,2025,Negative,13.0,All,All,All
Nyamira County,Borabu Sub County,Kiabonyoru Ward,Mokomoni Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Kerumbe Dispensary,2025,Negative,1.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Mwongori Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Nyandoche Ibere Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Nyankono Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Isoge Health Centre,2025,Negative,2.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Kijauri Sub County Hospital,2025,Negative,37.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Kineni Dispensary,2025,Negative,29.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Rigoko Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,St Joseph's Nyansiongo Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Tindereti Dispensary,2025,Negative,13.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Amaiga Health Centre,2025,Negative,5.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Getare Health Centre,2025,Negative,33.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Kemera (SDA) Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Kiangoso Health Centre,2025,Negative,6.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Nyangena Sub County Hospital,2025,Negative,18.0,All,All,All
Nyamira County,Manga Sub County,Magombo Ward,Bogwendo Health Centre,2025,Negative,7.0,All,All,All
Nyamira County,Manga Sub County,Magombo Ward,Gekano Health Centre,2025,Negative,7.0,All,All,All
Nyamira County,Manga Sub County,Magombo Ward,Magombo Community Dispensary,2025,Negative,9.0,All,All,All
Nyamira County,Manga Sub County,Magombo Ward,Nyambaria Geke Dispensary,2025,Negative,1.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Gesure Health Centre (Manga),2025,Negative,7.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Ikobe Health Centre,2025,Negative,18.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Manga District Hospital,2025,Negative,19.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Medicare Medical Clinic,2025,Negative,10.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Ogango Dispensary,2025,Negative,6.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Tombe Health Centre,2025,Negative,12.0,All,All,All
Nyamira County,Masaba North Sub County,Gachuba Ward,Girango Dispensary,2025,Negative,10.0,All,All,All
Nyamira County,Masaba North Sub County,Gachuba Ward,Magombo Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Masaba North Sub County,Gachuba Ward,Miriri Dispensary,2025,Negative,4.0,All,All,All
Nyamira County,Masaba North Sub County,Gachuba Ward,Nyagancha Dispensary,2025,Negative,11.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Esani Sub-District Hospital,2025,Negative,19.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Gesima Health Centre,2025,Negative,18.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Machururiati Dispensary,2025,Negative,4.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Mochenwa Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Nyamakoroto Dispensary,2025,Negative,5.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Riakworo Dispensary,2025,Negative,1.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Masaba District Hospital,2025,Negative,52.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Mong'oni Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Nyanchonori Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Rigoma Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Rikenye Dispensary (Masaba),2025,Negative,6.0,All,All,All
Nyamira County,Nyamira North Sub County,Bokeira Ward,Matongo Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Nyamira North Sub County,Bokeira Ward,Orwaki Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Nyamira North Sub County,Bomwagamo Ward,Etono Health Centre,2025,Negative,14.0,All,All,All
Nyamira County,Nyamira North Sub County,Bomwagamo Ward,Kerobo Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Ekerenyo Sub-District Hospital,2025,Negative,62.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Ikonge Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Riechieri Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Samora Medical Centre,2025,Negative,2.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Chaina Dispensary,2025,Negative,3.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Itibo Mission Health Centre,2025,Negative,14.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Kenyoro Health Centre,2025,Negative,13.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Esianyi Dispensary,2025,Negative,12.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Gisage Dispensary,2025,Negative,7.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Magwagwa (SDA) Dispensary,2025,Negative,6.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Magwagwa Health Centre,2025,Negative,18.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Nyamusi Sub-District Hospital,2025,Negative,34.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Bosiango Health Centre,2025,Negative,14.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Embonga Health Centre,2025,Negative,5.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Gianchore Health Centre,2025,Negative,11.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Kenyambi Health Centre (Nyamira),2025,Negative,7.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Mongorisi Health Centre,2025,Negative,6.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Ogango Health Centre,2025,Negative,7.0,All,All,All
Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Kenyenya Health Centre (Nyamira),2025,Negative,1.0,All,All,All
Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Kenyerere Health Centre (Nyamira),2025,Negative,10.0,All,All,All
Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Riakinaro Health Centre,2025,Negative,3.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Igena-Itambe Dispensary,2025,Negative,3.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Kiang'inda Health Centre,2025,Negative,5.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Nyangweta Health Centre,2025,Negative,1.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Nyanturago Health Centre (Nyamira),2025,Negative,1.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Riongige Dispensary,2025,Negative,10.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,2025,Negative,33.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Motontera Dispensary,2025,Negative,1.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyamaiya Health Centre,2025,Negative,25.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyansabakwa Health Centre,2025,Negative,7.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyansangio Dispensary,2025,Negative,10.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Rangenyo Health Centre,2025,Negative,1.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira Adventist Health Centre,2025,Negative,4.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira County Refferal Hospital,2025,Negative,98.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira Maternity and Nursing Home/Kinara Hospital,2025,Negative,7.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira Royal Clinic,2025,Negative,5.0,All,All,All
Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Emusire Health Centre,2025,Negative,48.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ebusiratsi Health Centre,2025,Negative,46.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ematsuli Dispensary,2025,Negative,16.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Esiarambatsi Health Centre,2025,Negative,32.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukanga Dispensary,2025,Negative,20.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukoolo Dispensary,2025,Negative,19.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ipali Health Centre,2025,Negative,56.0,All,All,All
Vihiga County,Hamisi Sub County,Banja Ward,Banja Health Centre,2025,Negative,30.0,All,All,All
Vihiga County,Hamisi Sub County,Gisambai Ward,Hamisi Sub County Referral Hospital,2025,Negative,72.0,All,All,All
Vihiga County,Hamisi Sub County,Gisambai Ward,Kimogoi Dispensary,2025,Negative,7.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Givole Dispensary,2025,Negative,6.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Hema Medical Clinic,2025,Negative,6.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Jepkoyai Dispensary,2025,Negative,7.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,2025,Negative,81.0,All,All,All
Vihiga County,Hamisi Sub County,Muhudu Ward,Kaptech Dispensary,2025,Negative,46.0,All,All,All
Vihiga County,Hamisi Sub County,Shamakhokho Ward,Mago Care Health Centre,2025,Negative,18.0,All,All,All
Vihiga County,Hamisi Sub County,Shamakhokho Ward,Serem Health Centre,2025,Negative,90.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Joint Partner Medical Clinic,2025,Negative,22.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Jumuia Friends Hospital Kaimosi,2025,Negative,77.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Kaptisi Dispensary,2025,Negative,11.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Shiru Health Centre,2025,Negative,91.0,All,All,All
Vihiga County,Hamisi Sub County,Tambua Ward,Boyani Dispensary,2025,Negative,6.0,All,All,All
Vihiga County,Hamisi Sub County,Tambua Ward,Likindu Health Centre,2025,Negative,42.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Emuhaya Sub County Referral Hospital,2025,Negative,85.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Esitsaba Dispensary,2025,Negative,2.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Kima Mission Hospital,2025,Negative,30.0,All,All,All
Vihiga County,Luanda Sub County,Luanda South Ward,Ekwanda Health Centre,2025,Negative,49.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Ekamanji Dispensary,2025,Negative,6.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Equator Nursing and Maternity Home,2025,Negative,11.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Luanda Town Dispensary,2025,Negative,90.0,All,All,All
Vihiga County,Luanda Sub County,Mwibona Ward,Ebusyubi Dispensary,2025,Negative,20.0,All,All,All
Vihiga County,Luanda Sub County,Wemilabi Ward,Emusenjeli Dispensary,2025,Negative,14.0,All,All,All
Vihiga County,Luanda Sub County,Wemilabi Ward,Musitinyi Dispensary,2025,Negative,18.0,All,All,All
Vihiga County,Sabatia Sub County,Busali Ward,Bugina Health Centre,2025,Negative,42.0,All,All,All
Vihiga County,Sabatia Sub County,Chavakali Ward,Junction Medical Clinic,2025,Negative,6.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Itando Mission of Hope and Health Centre,2025,Negative,25.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Munoywa Dispensary,2025,Negative,27.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Nadanya Dispensary,2025,Negative,21.0,All,All,All
Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,2025,Negative,23.0,All,All,All
Vihiga County,Sabatia Sub County,West Sabatia Ward,Kegondi Health Centre,2025,Negative,55.0,All,All,All
Vihiga County,Sabatia Sub County,Wodanga Ward,Givudimbuli Health Centre,2025,Negative,37.0,All,All,All
Vihiga County,Sabatia Sub County,Wodanga Ward,Sabatia Health Centre,2025,Negative,152.0,All,All,All
